time,vertex,state,state_id,buffer_occupation,production_step
24,24,working,2,0.0,0
24,28,blocked,1,0.0,0
24,1,working,2,0.6666666666666666,1
24,8,working,2,0.6666666666666666,1
24,10,working,2,0.6666666666666666,1
24,16,blocked,1,0.6666666666666666,1
24,21,blocked,1,0.6666666666666666,1
24,26,blocked,1,0.3333333333333333,1
24,2,working,2,0.6666666666666666,2
24,7,working,2,0.6666666666666666,2
24,11,working,2,0.6666666666666666,2
24,17,blocked,1,0.6666666666666666,2
24,22,blocked,1,0.3333333333333333,2
24,25,blocked,1,0.0,2
24,3,working,2,0.6666666666666666,3
24,15,working,2,0.6666666666666666,3
24,23,working,2,0.6666666666666666,3
24,29,working,2,0.6666666666666666,3
24,4,working,2,0.0,4
24,5,working,2,0.0,4
24,6,working,2,0.0,4
24,14,starved,0,0.0,4
24,18,starved,0,0.0,4
24,19,starved,0,0.0,4
24,20,starved,0,0.0,4
24,27,starved,0,0.0,4
25,0,working,2,0.0,0
25,9,working,2,0.0,0
25,12,working,2,0.0,0
25,13,working,2,0.0,0
25,24,working,2,0.0,0
25,28,blocked,1,0.0,0
25,1,working,2,0.6666666666666666,1
25,8,working,2,0.6666666666666666,1
25,10,working,2,0.6666666666666666,1
25,16,blocked,1,0.6666666666666666,1
25,21,blocked,1,0.6666666666666666,1
25,26,blocked,1,0.3333333333333333,1
25,2,working,2,0.6666666666666666,2
25,7,working,2,0.6666666666666666,2
25,11,working,2,0.6666666666666666,2
25,17,blocked,1,0.6666666666666666,2
25,22,blocked,1,0.3333333333333333,2
25,25,blocked,1,0.0,2
25,3,working,2,0.6666666666666666,3
25,15,working,2,0.6666666666666666,3
25,23,working,2,0.6666666666666666,3
25,29,working,2,0.6666666666666666,3
25,4,working,2,0.0,4
25,5,working,2,0.0,4
25,6,working,2,0.0,4
25,14,working,2,0.0,4
25,18,starved,0,0.0,4
25,19,starved,0,0.0,4
25,20,starved,0,0.0,4
25,27,starved,0,0.0,4
26,0,working,2,0.0,0
26,9,working,2,0.0,0
26,12,working,2,0.0,0
26,13,blocked,1,0.0,0
26,24,blocked,1,0.0,0
26,28,blocked,1,0.0,0
26,1,working,2,0.6666666666666666,1
26,8,working,2,0.6666666666666666,1
26,10,working,2,0.6666666666666666,1
26,16,working,2,0.6666666666666666,1
26,21,working,2,0.6666666666666666,1
26,26,blocked,1,0.3333333333333333,1
26,2,working,2,0.6666666666666666,2
26,7,working,2,0.6666666666666666,2
26,11,working,2,0.6666666666666666,2
26,17,working,2,0.6666666666666666,2
26,22,blocked,1,0.3333333333333333,2
26,25,blocked,1,0.0,2
26,3,working,2,0.6666666666666666,3
26,15,working,2,0.6666666666666666,3
26,23,working,2,0.6666666666666666,3
26,29,working,2,0.6666666666666666,3
26,4,working,2,0.0,4
26,5,working,2,0.0,4
26,6,starved,0,0.0,4
26,14,starved,0,0.0,4
26,18,starved,0,0.0,4
26,19,starved,0,0.0,4
26,20,starved,0,0.0,4
26,27,starved,0,0.0,4
27,0,working,2,0.0,0
27,9,working,2,0.0,0
27,12,working,2,0.0,0
27,13,blocked,1,0.0,0
27,24,blocked,1,0.0,0
27,28,blocked,1,0.0,0
27,1,working,2,0.6666666666666666,1
27,8,working,2,0.6666666666666666,1
27,10,working,2,0.6666666666666666,1
27,16,working,2,0.6666666666666666,1
27,21,blocked,1,0.6666666666666666,1
27,26,blocked,1,0.3333333333333333,1
27,2,working,2,0.6666666666666666,2
27,7,working,2,0.6666666666666666,2
27,11,blocked,1,0.6666666666666666,2
27,17,blocked,1,0.6666666666666666,2
27,22,blocked,1,0.3333333333333333,2
27,25,blocked,1,0.0,2
27,3,working,2,0.6666666666666666,3
27,15,working,2,0.6666666666666666,3
27,23,working,2,0.6666666666666666,3
27,29,working,2,0.6666666666666666,3
27,4,working,2,0.0,4
27,5,working,2,0.0,4
27,6,working,2,0.0,4
27,14,starved,0,0.0,4
27,18,starved,0,0.0,4
27,19,starved,0,0.0,4
27,20,starved,0,0.0,4
27,27,starved,0,0.0,4
28,0,working,2,0.0,0
28,9,working,2,0.0,0
28,12,working,2,0.0,0
28,13,working,2,0.0,0
28,24,blocked,1,0.0,0
28,28,blocked,1,0.0,0
28,1,working,2,0.6666666666666666,1
28,8,working,2,0.6666666666666666,1
28,10,blocked,1,0.6666666666666666,1
28,16,blocked,1,0.6666666666666666,1
28,21,blocked,1,0.6666666666666666,1
28,26,blocked,1,0.3333333333333333,1
28,2,working,2,0.6666666666666666,2
28,7,working,2,0.6666666666666666,2
28,11,working,2,0.6666666666666666,2
28,17,blocked,1,0.6666666666666666,2
28,22,blocked,1,0.3333333333333333,2
28,25,blocked,1,0.0,2
28,3,working,2,0.6666666666666666,3
28,15,working,2,0.6666666666666666,3
28,23,working,2,0.6666666666666666,3
28,29,working,2,0.6666666666666666,3
28,4,working,2,0.0,4
28,5,working,2,0.0,4
28,6,working,2,0.0,4
28,14,working,2,0.0,4
28,18,starved,0,0.0,4
28,19,starved,0,0.0,4
28,20,starved,0,0.0,4
28,27,starved,0,0.0,4
