case_id,activity_id,time_stamp,time_stamp_out,product_id
54,24,2023-09-24 16:21:35,2023-09-24 16:27:35,54
55,11,2023-09-24 11:45:35,2023-09-24 12:15:35,55
55,27,2023-09-24 12:15:35,2023-09-24 13:32:35,55
55,32,2023-09-24 13:32:35,2023-09-24 13:55:35,55
55,22,2023-09-24 13:55:35,2023-09-24 14:01:35,55
55,4,2023-09-24 14:01:35,2023-09-24 14:09:35,55
55,5,2023-09-24 14:09:35,2023-09-24 14:20:35,55
55,6,2023-09-24 14:20:35,2023-09-24 14:52:35,55
55,30,2023-09-24 14:52:35,2023-09-24 14:57:35,55
56,37,2023-09-24 11:50:35,2023-09-24 12:50:35,56
56,38,2023-09-24 12:50:35,2023-09-24 14:04:35,56
56,9,2023-09-24 14:04:35,2023-09-24 14:19:35,56
56,3,2023-09-24 14:19:35,2023-09-24 14:50:35,56
56,4,2023-09-24 14:50:35,2023-09-24 14:58:35,56
56,21,2023-09-24 14:58:35,2023-09-24 15:07:35,56
56,31,2023-09-24 15:07:35,2023-09-24 15:27:35,56
56,7,2023-09-24 15:27:35,2023-09-24 15:40:35,56
57,11,2023-09-24 11:50:35,2023-09-24 12:33:35,57
57,19,2023-09-24 12:33:35,2023-09-24 14:10:35,57
57,8,2023-09-24 14:10:35,2023-09-24 14:20:35,57
57,20,2023-09-24 14:20:35,2023-09-24 14:31:35,57
57,18,2023-09-24 14:31:35,2023-09-24 14:36:35,57
57,17,2023-09-24 14:36:35,2023-09-24 14:49:35,57
57,31,2023-09-24 14:49:35,2023-09-24 15:07:35,57
57,7,2023-09-24 15:07:35,2023-09-24 15:16:35,57
58,37,2023-09-24 11:57:35,2023-09-24 13:10:35,58
58,1,2023-09-24 13:10:35,2023-09-24 14:21:35,58
58,8,2023-09-24 14:21:35,2023-09-24 14:31:35,58
58,20,2023-09-24 14:31:35,2023-09-24 14:42:35,58
58,12,2023-09-24 14:42:35,2023-09-24 14:53:35,58
58,17,2023-09-24 14:53:35,2023-09-24 15:03:35,58
58,6,2023-09-24 15:03:35,2023-09-24 15:39:35,58
58,30,2023-09-24 15:39:35,2023-09-24 15:44:35,58
59,11,2023-09-24 11:58:35,2023-09-24 12:38:35,59
59,38,2023-09-24 12:38:35,2023-09-24 13:31:35,59
59,28,2023-09-24 13:31:35,2023-09-24 15:38:35,59
59,22,2023-09-24 15:38:35,2023-09-24 15:46:35,59
59,4,2023-09-24 15:46:35,2023-09-24 16:07:35,59
59,17,2023-09-24 16:07:35,2023-09-24 16:19:35,59
59,10,2023-09-24 16:19:35,2023-09-24 16:42:35,59
59,24,2023-09-24 16:42:35,2023-09-24 16:47:35,59
60,37,2023-09-24 12:15:35,2023-09-24 13:16:35,60
60,27,2023-09-24 13:16:35,2023-09-24 13:53:35,60
60,2,2023-09-24 13:53:35,2023-09-24 14:21:35,60
60,22,2023-09-24 14:21:35,2023-09-24 14:30:35,60
60,4,2023-09-24 14:30:35,2023-09-24 14:43:35,60
60,21,2023-09-24 14:43:35,2023-09-24 14:52:35,60
60,10,2023-09-24 14:52:35,2023-09-24 15:48:35,60
60,7,2023-09-24 15:48:35,2023-09-24 15:59:35,60
61,11,2023-09-24 12:16:35,2023-09-24 13:17:35,61
61,38,2023-09-24 13:17:35,2023-09-24 14:21:35,61
61,2,2023-09-24 14:21:35,2023-09-24 14:42:35,61
61,20,2023-09-24 14:42:35,2023-09-24 14:53:35,61
61,12,2023-09-24 14:53:35,2023-09-24 15:04:35,61
61,17,2023-09-24 15:04:35,2023-09-24 15:14:35,61
61,10,2023-09-24 15:14:35,2023-09-24 16:18:35,61
61,30,2023-09-24 16:18:35,2023-09-24 16:26:35,61
62,0,2023-09-24 12:33:35,2023-09-24 14:28:35,62
62,38,2023-09-24 14:28:35,2023-09-24 15:51:35,62
62,16,2023-09-24 15:51:35,2023-09-24 16:12:35,62
62,3,2023-09-24 16:12:35,2023-09-24 16:32:35,62
62,4,2023-09-24 16:32:35,2023-09-24 17:03:35,62
62,23,2023-09-24 17:03:35,2023-09-24 17:14:35,62
62,10,2023-09-24 17:14:35,2023-09-24 17:27:35,62
62,30,2023-09-24 17:27:35,2023-09-24 17:32:35,62
63,11,2023-09-24 12:34:35,2023-09-24 14:08:35,63
63,1,2023-09-24 14:08:35,2023-09-24 15:25:35,63
63,32,2023-09-24 15:25:35,2023-09-24 15:49:35,63
63,22,2023-09-24 15:49:35,2023-09-24 16:03:35,63
63,18,2023-09-24 16:03:35,2023-09-24 16:08:35,63
63,21,2023-09-24 16:08:35,2023-09-24 16:28:35,63
63,6,2023-09-24 16:28:35,2023-09-24 16:41:35,63
63,7,2023-09-24 16:41:35,2023-09-24 17:08:35,63
64,15,2023-09-24 12:38:35,2023-09-24 17:23:35,64
64,19,2023-09-24 17:23:35,2023-09-24 18:22:35,64
64,28,2023-09-24 18:22:35,2023-09-24 20:05:35,64
64,3,2023-09-24 20:05:35,2023-09-24 20:12:35,64
64,4,2023-09-24 20:12:35,2023-09-24 20:20:35,64
64,13,2023-09-24 20:20:35,2023-09-24 20:31:35,64
64,10,2023-09-24 20:31:35,2023-09-24 21:21:35,64
64,24,2023-09-24 21:21:35,2023-09-24 21:27:35,64
65,11,2023-09-24 12:39:35,2023-09-24 14:26:35,65
65,14,2023-09-24 14:26:35,2023-09-24 16:01:35,65
65,9,2023-09-24 16:01:35,2023-09-24 16:09:35,65
65,22,2023-09-24 16:09:35,2023-09-24 16:15:35,65
65,12,2023-09-24 16:15:35,2023-09-24 16:50:35,65
65,25,2023-09-24 16:50:35,2023-09-24 17:18:35,65
65,31,2023-09-24 17:18:35,2023-09-24 17:27:35,65
65,24,2023-09-24 17:27:35,2023-09-24 17:40:35,65
66,37,2023-09-24 12:51:35,2023-09-24 13:24:35,66
66,27,2023-09-24 13:24:35,2023-09-24 14:53:35,66
66,8,2023-09-24 14:53:35,2023-09-24 15:29:35,66
66,34,2023-09-24 15:29:35,2023-09-24 15:35:35,66
66,4,2023-09-24 15:35:35,2023-09-24 15:43:35,66
66,5,2023-09-24 15:43:35,2023-09-24 16:20:35,66
66,31,2023-09-24 16:20:35,2023-09-24 16:29:35,66
66,30,2023-09-24 16:29:35,2023-09-24 16:34:35,66
67,37,2023-09-24 13:11:35,2023-09-24 13:29:35,67
67,1,2023-09-24 13:29:35,2023-09-24 14:35:35,67
67,8,2023-09-24 14:35:35,2023-09-24 14:44:35,67
67,22,2023-09-24 14:44:35,2023-09-24 15:04:35,67
67,4,2023-09-24 15:04:35,2023-09-24 15:13:35,67
67,5,2023-09-24 15:13:35,2023-09-24 15:40:35,67
67,31,2023-09-24 15:40:35,2023-09-24 16:13:35,67
67,7,2023-09-24 16:13:35,2023-09-24 16:22:35,67
68,36,2023-09-24 13:14:35,2023-09-24 18:08:35,68
68,1,2023-09-24 18:08:35,2023-09-24 19:10:35,68
68,9,2023-09-24 19:10:35,2023-09-24 19:18:35,68
68,3,2023-09-24 19:18:35,2023-09-24 19:28:35,68
68,12,2023-09-24 19:28:35,2023-09-24 20:15:35,68
68,5,2023-09-24 20:15:35,2023-09-24 20:29:35,68
68,6,2023-09-24 20:29:35,2023-09-24 21:17:35,68
68,7,2023-09-24 21:17:35,2023-09-24 21:27:35,68
69,37,2023-09-24 13:17:35,2023-09-24 13:34:35,69
69,19,2023-09-24 13:34:35,2023-09-24 14:50:35,69
69,2,2023-09-24 14:50:35,2023-09-24 15:01:35,69
69,20,2023-09-24 15:01:35,2023-09-24 15:12:35,69
69,18,2023-09-24 15:12:35,2023-09-24 15:17:35,69
69,13,2023-09-24 15:17:35,2023-09-24 15:45:35,69
69,6,2023-09-24 15:45:35,2023-09-24 16:14:35,69
69,24,2023-09-24 16:14:35,2023-09-24 16:20:35,69
70,11,2023-09-24 13:18:35,2023-09-24 15:01:35,70
70,27,2023-09-24 15:01:35,2023-09-24 16:25:35,70
70,8,2023-09-24 16:25:35,2023-09-24 16:43:35,70
70,34,2023-09-24 16:43:35,2023-09-24 16:53:35,70
70,4,2023-09-24 16:53:35,2023-09-24 17:11:35,70
70,5,2023-09-24 17:11:35,2023-09-24 17:45:35,70
70,6,2023-09-24 17:45:35,2023-09-24 17:54:35,70
70,30,2023-09-24 17:54:35,2023-09-24 17:59:35,70
71,37,2023-09-24 13:25:35,2023-09-24 13:38:35,71
71,27,2023-09-24 13:38:35,2023-09-24 15:12:35,71
71,32,2023-09-24 15:12:35,2023-09-24 15:21:35,71
71,20,2023-09-24 15:21:35,2023-09-24 15:50:35,71
71,18,2023-09-24 15:50:35,2023-09-24 15:55:35,71
71,23,2023-09-24 15:55:35,2023-09-24 16:56:35,71
71,31,2023-09-24 16:56:35,2023-09-24 17:18:35,71
71,30,2023-09-24 17:18:35,2023-09-24 17:23:35,71
72,37,2023-09-24 13:30:35,2023-09-24 13:48:35,72
72,19,2023-09-24 13:48:35,2023-09-24 15:26:35,72
72,9,2023-09-24 15:26:35,2023-09-24 15:44:35,72
72,3,2023-09-24 15:44:35,2023-09-24 15:55:35,72
72,18,2023-09-24 15:55:35,2023-09-24 16:00:35,72
72,13,2023-09-24 16:00:35,2023-09-24 16:16:35,72
72,6,2023-09-24 16:16:35,2023-09-24 16:32:35,72
72,33,2023-09-24 16:32:35,2023-09-24 16:42:35,72
73,37,2023-09-24 13:35:35,2023-09-24 13:56:35,73
73,27,2023-09-24 13:56:35,2023-09-24 15:40:35,73
73,28,2023-09-24 15:40:35,2023-09-24 15:58:35,73
73,3,2023-09-24 15:58:35,2023-09-24 16:12:35,73
73,4,2023-09-24 16:12:35,2023-09-24 16:32:35,73
73,5,2023-09-24 16:32:35,2023-09-24 16:55:35,73
73,10,2023-09-24 16:55:35,2023-09-24 17:17:35,73
73,24,2023-09-24 17:17:35,2023-09-24 17:22:35,73
74,37,2023-09-24 13:39:35,2023-09-24 14:24:35,74
74,1,2023-09-24 14:24:35,2023-09-24 15:59:35,74
74,8,2023-09-24 15:59:35,2023-09-24 16:18:35,74
74,20,2023-09-24 16:18:35,2023-09-24 16:36:35,74
74,12,2023-09-24 16:36:35,2023-09-24 17:04:35,74
74,35,2023-09-24 17:04:35,2023-09-24 17:32:35,74
74,10,2023-09-24 17:32:35,2023-09-24 17:53:35,74
74,24,2023-09-24 17:53:35,2023-09-24 17:58:35,74
75,0,2023-09-24 13:39:35,2023-09-24 14:57:35,75
75,19,2023-09-24 14:57:35,2023-09-24 15:50:35,75
75,9,2023-09-24 15:50:35,2023-09-24 15:58:35,75
75,26,2023-09-24 15:58:35,2023-09-24 16:10:35,75
75,4,2023-09-24 16:10:35,2023-09-24 16:18:35,75
75,13,2023-09-24 16:18:35,2023-09-24 16:35:35,75
75,31,2023-09-24 16:35:35,2023-09-24 16:43:35,75
75,30,2023-09-24 16:43:35,2023-09-24 16:48:35,75
76,37,2023-09-24 13:49:35,2023-09-24 14:38:35,76
76,1,2023-09-24 14:38:35,2023-09-24 16:12:35,76
76,2,2023-09-24 16:12:35,2023-09-24 16:35:35,76
76,22,2023-09-24 16:35:35,2023-09-24 16:47:35,76
76,29,2023-09-24 16:47:35,2023-09-24 17:52:35,76
76,13,2023-09-24 17:52:35,2023-09-24 18:02:35,76
76,10,2023-09-24 18:02:35,2023-09-24 18:12:35,76
76,30,2023-09-24 18:12:35,2023-09-24 18:17:35,76
77,37,2023-09-24 13:57:35,2023-09-24 15:00:35,77
77,14,2023-09-24 15:00:35,2023-09-24 16:15:35,77
77,16,2023-09-24 16:15:35,2023-09-24 16:39:35,77
77,20,2023-09-24 16:39:35,2023-09-24 16:50:35,77
77,18,2023-09-24 16:50:35,2023-09-24 16:55:35,77
77,5,2023-09-24 16:55:35,2023-09-24 17:18:35,77
77,6,2023-09-24 17:18:35,2023-09-24 17:33:35,77
77,30,2023-09-24 17:33:35,2023-09-24 17:44:35,77
78,11,2023-09-24 14:09:35,2023-09-24 15:29:35,78
78,19,2023-09-24 15:29:35,2023-09-24 16:07:35,78
78,32,2023-09-24 16:07:35,2023-09-24 16:21:35,78
78,22,2023-09-24 16:21:35,2023-09-24 16:27:35,78
78,18,2023-09-24 16:27:35,2023-09-24 16:38:35,78
78,25,2023-09-24 16:38:35,2023-09-24 16:50:35,78
78,6,2023-09-24 16:50:35,2023-09-24 17:06:35,78
78,30,2023-09-24 17:06:35,2023-09-24 17:14:35,78
79,0,2023-09-24 14:12:35,2023-09-24 15:16:35,79
79,38,2023-09-24 15:16:35,2023-09-24 16:02:35,79
79,28,2023-09-24 16:02:35,2023-09-24 17:43:35,79
79,22,2023-09-24 17:43:35,2023-09-24 17:53:35,79
79,18,2023-09-24 17:53:35,2023-09-24 18:00:35,79
79,5,2023-09-24 18:00:35,2023-09-24 18:18:35,79
79,6,2023-09-24 18:18:35,2023-09-24 18:27:35,79
79,24,2023-09-24 18:27:35,2023-09-24 18:32:35,79
80,15,2023-09-24 14:17:35,2023-09-24 17:57:35,80
80,27,2023-09-24 17:57:35,2023-09-24 18:34:35,80
80,8,2023-09-24 18:34:35,2023-09-24 18:49:35,80
80,22,2023-09-24 18:49:35,2023-09-24 18:58:35,80
80,4,2023-09-24 18:58:35,2023-09-24 19:06:35,80
80,17,2023-09-24 19:06:35,2023-09-24 19:59:35,80
80,6,2023-09-24 19:59:35,2023-09-24 20:47:35,80
80,7,2023-09-24 20:47:35,2023-09-24 21:08:35,80
81,37,2023-09-24 14:25:35,2023-09-24 15:12:35,81
81,27,2023-09-24 15:12:35,2023-09-24 17:09:35,81
81,16,2023-09-24 17:09:35,2023-09-24 18:44:35,81
81,3,2023-09-24 18:44:35,2023-09-24 19:02:35,81
81,12,2023-09-24 19:02:35,2023-09-24 19:17:35,81
81,23,2023-09-24 19:17:35,2023-09-24 20:18:35,81
81,31,2023-09-24 20:18:35,2023-09-24 20:30:35,81
81,7,2023-09-24 20:30:35,2023-09-24 20:44:35,81
82,11,2023-09-24 14:27:35,2023-09-24 15:42:35,82
82,27,2023-09-24 15:42:35,2023-09-24 17:29:35,82
82,8,2023-09-24 17:29:35,2023-09-24 17:46:35,82
82,20,2023-09-24 17:46:35,2023-09-24 18:25:35,82
82,12,2023-09-24 18:25:35,2023-09-24 18:52:35,82
82,5,2023-09-24 18:52:35,2023-09-24 19:07:35,82
82,31,2023-09-24 19:07:35,2023-09-24 19:15:35,82
82,24,2023-09-24 19:15:35,2023-09-24 19:24:35,82
83,0,2023-09-24 14:29:35,2023-09-24 15:32:35,83
83,38,2023-09-24 15:32:35,2023-09-24 16:13:35,83
83,9,2023-09-24 16:13:35,2023-09-24 16:21:35,83
83,26,2023-09-24 16:21:35,2023-09-24 16:33:35,83
83,18,2023-09-24 16:33:35,2023-09-24 16:43:35,83
83,17,2023-09-24 16:43:35,2023-09-24 17:13:35,83
83,6,2023-09-24 17:13:35,2023-09-24 17:24:35,83
83,7,2023-09-24 17:24:35,2023-09-24 17:40:35,83
84,37,2023-09-24 14:39:35,2023-09-24 15:16:35,84
84,14,2023-09-24 15:16:35,2023-09-24 17:05:35,84
84,9,2023-09-24 17:05:35,2023-09-24 17:15:35,84
84,20,2023-09-24 17:15:35,2023-09-24 17:46:35,84
84,4,2023-09-24 17:46:35,2023-09-24 18:01:35,84
84,17,2023-09-24 18:01:35,2023-09-24 18:40:35,84
84,6,2023-09-24 18:40:35,2023-09-24 18:52:35,84
84,7,2023-09-24 18:52:35,2023-09-24 19:02:35,84
85,0,2023-09-24 14:58:35,2023-09-24 16:32:35,85
85,1,2023-09-24 16:32:35,2023-09-24 18:30:35,85
85,2,2023-09-24 18:30:35,2023-09-24 19:20:35,85
85,22,2023-09-24 19:20:35,2023-09-24 19:28:35,85
85,4,2023-09-24 19:28:35,2023-09-24 19:40:35,85
85,35,2023-09-24 19:40:35,2023-09-24 20:00:35,85
85,10,2023-09-24 20:00:35,2023-09-24 20:30:35,85
85,24,2023-09-24 20:30:35,2023-09-24 20:40:35,85
86,37,2023-09-24 15:01:35,2023-09-24 15:28:35,86
86,1,2023-09-24 15:28:35,2023-09-24 16:30:35,86
86,32,2023-09-24 16:30:35,2023-09-24 16:43:35,86
86,26,2023-09-24 16:43:35,2023-09-24 16:58:35,86
86,18,2023-09-24 16:58:35,2023-09-24 17:03:35,86
86,21,2023-09-24 17:03:35,2023-09-24 17:30:35,86
86,6,2023-09-24 17:30:35,2023-09-24 17:42:35,86
86,7,2023-09-24 17:42:35,2023-09-24 18:17:35,86
87,11,2023-09-24 15:02:35,2023-09-24 15:54:35,87
87,38,2023-09-24 15:54:35,2023-09-24 16:43:35,87
87,2,2023-09-24 16:43:35,2023-09-24 16:54:35,87
87,3,2023-09-24 16:54:35,2023-09-24 17:05:35,87
87,12,2023-09-24 17:05:35,2023-09-24 17:19:35,87
87,17,2023-09-24 17:19:35,2023-09-24 17:29:35,87
87,31,2023-09-24 17:29:35,2023-09-24 17:37:35,87
87,33,2023-09-24 17:37:35,2023-09-24 17:47:35,87
88,37,2023-09-24 15:13:35,2023-09-24 15:41:35,88
88,19,2023-09-24 15:41:35,2023-09-24 16:26:35,88
88,9,2023-09-24 16:26:35,2023-09-24 16:34:35,88
88,3,2023-09-24 16:34:35,2023-09-24 16:45:35,88
88,18,2023-09-24 16:45:35,2023-09-24 16:50:35,88
88,21,2023-09-24 16:50:35,2023-09-24 16:59:35,88
88,6,2023-09-24 16:59:35,2023-09-24 17:15:35,88
88,7,2023-09-24 17:15:35,2023-09-24 17:24:35,88
89,37,2023-09-24 15:17:35,2023-09-24 15:54:35,89
89,19,2023-09-24 15:54:35,2023-09-24 17:01:35,89
89,8,2023-09-24 17:01:35,2023-09-24 17:21:35,89
89,3,2023-09-24 17:21:35,2023-09-24 17:28:35,89
89,12,2023-09-24 17:28:35,2023-09-24 17:48:35,89
89,5,2023-09-24 17:48:35,2023-09-24 17:59:35,89
89,6,2023-09-24 17:59:35,2023-09-24 18:17:35,89
89,7,2023-09-24 18:17:35,2023-09-24 18:35:35,89
90,0,2023-09-24 15:17:35,2023-09-24 16:50:35,90
90,38,2023-09-24 16:50:35,2023-09-24 18:21:35,90
90,8,2023-09-24 18:21:35,2023-09-24 18:30:35,90
90,20,2023-09-24 18:30:35,2023-09-24 18:41:35,90
90,29,2023-09-24 18:41:35,2023-09-24 19:06:35,90
90,13,2023-09-24 19:06:35,2023-09-24 19:41:35,90
90,6,2023-09-24 19:41:35,2023-09-24 19:50:35,90
90,7,2023-09-24 19:50:35,2023-09-24 19:59:35,90
91,37,2023-09-24 15:29:35,2023-09-24 16:02:35,91
91,1,2023-09-24 16:02:35,2023-09-24 17:35:35,91
91,9,2023-09-24 17:35:35,2023-09-24 17:43:35,91
91,26,2023-09-24 17:43:35,2023-09-24 17:55:35,91
91,29,2023-09-24 17:55:35,2023-09-24 18:17:35,91
91,21,2023-09-24 18:17:35,2023-09-24 18:26:35,91
91,31,2023-09-24 18:26:35,2023-09-24 18:47:35,91
91,24,2023-09-24 18:47:35,2023-09-24 18:52:35,91
92,11,2023-09-24 15:30:35,2023-09-24 16:05:35,92
92,14,2023-09-24 16:05:35,2023-09-24 19:00:35,92
92,8,2023-09-24 19:00:35,2023-09-24 19:22:35,92
92,26,2023-09-24 19:22:35,2023-09-24 19:51:35,92
92,4,2023-09-24 19:51:35,2023-09-24 19:59:35,92
92,5,2023-09-24 19:59:35,2023-09-24 20:10:35,92
92,31,2023-09-24 20:10:35,2023-09-24 20:18:35,92
92,24,2023-09-24 20:18:35,2023-09-24 20:24:35,92
93,0,2023-09-24 15:33:35,2023-09-24 17:08:35,93
93,38,2023-09-24 17:08:35,2023-09-24 18:54:35,93
93,9,2023-09-24 18:54:35,2023-09-24 19:04:35,93
93,3,2023-09-24 19:04:35,2023-09-24 19:11:35,93
93,18,2023-09-24 19:11:35,2023-09-24 19:16:35,93
93,21,2023-09-24 19:16:35,2023-09-24 19:56:35,93
93,31,2023-09-24 19:56:35,2023-09-24 20:05:35,93
93,7,2023-09-24 20:05:35,2023-09-24 20:14:35,93
94,37,2023-09-24 15:42:35,2023-09-24 16:06:35,94
94,38,2023-09-24 16:06:35,2023-09-24 16:57:35,94
94,2,2023-09-24 16:57:35,2023-09-24 17:08:35,94
94,3,2023-09-24 17:08:35,2023-09-24 17:18:35,94
94,4,2023-09-24 17:18:35,2023-09-24 17:40:35,94
94,13,2023-09-24 17:40:35,2023-09-24 17:50:35,94
94,31,2023-09-24 17:50:35,2023-09-24 18:09:35,94
94,24,2023-09-24 18:09:35,2023-09-24 18:14:35,94
95,11,2023-09-24 15:43:35,2023-09-24 16:16:35,95
95,14,2023-09-24 16:16:35,2023-09-24 21:29:35,95
95,2,2023-09-24 21:29:35,2023-09-24 21:42:35,95
95,3,2023-09-24 21:42:35,2023-09-24 21:51:35,95
95,4,2023-09-24 21:51:35,2023-09-24 22:10:35,95
95,5,2023-09-24 22:10:35,2023-09-24 22:21:35,95
95,6,2023-09-24 22:21:35,2023-09-24 22:41:35,95
95,7,2023-09-24 22:41:35,2023-09-24 22:56:35,95
96,37,2023-09-24 15:55:35,2023-09-24 16:10:35,96
96,19,2023-09-24 16:10:35,2023-09-24 17:13:35,96
96,32,2023-09-24 17:13:35,2023-09-24 17:41:35,96
96,3,2023-09-24 17:41:35,2023-09-24 17:49:35,96
96,12,2023-09-24 17:49:35,2023-09-24 18:10:35,96
96,13,2023-09-24 18:10:35,2023-09-24 18:20:35,96
96,10,2023-09-24 18:20:35,2023-09-24 18:40:35,96
96,7,2023-09-24 18:40:35,2023-09-24 18:49:35,96
97,11,2023-09-24 15:55:35,2023-09-24 16:29:35,97
97,19,2023-09-24 16:29:35,2023-09-24 18:10:35,97
97,9,2023-09-24 18:10:35,2023-09-24 18:48:35,97
97,20,2023-09-24 18:48:35,2023-09-24 19:33:35,97
97,18,2023-09-24 19:33:35,2023-09-24 19:38:35,97
97,25,2023-09-24 19:38:35,2023-09-24 19:54:35,97
97,6,2023-09-24 19:54:35,2023-09-24 20:14:35,97
97,7,2023-09-24 20:14:35,2023-09-24 20:23:35,97
98,37,2023-09-24 16:03:35,2023-09-24 16:15:35,98
98,1,2023-09-24 16:15:35,2023-09-24 17:53:35,98
98,8,2023-09-24 17:53:35,2023-09-24 18:16:35,98
98,26,2023-09-24 18:16:35,2023-09-24 18:40:35,98
98,18,2023-09-24 18:40:35,2023-09-24 18:45:35,98
98,17,2023-09-24 18:45:35,2023-09-24 18:55:35,98
98,6,2023-09-24 18:55:35,2023-09-24 19:12:35,98
98,7,2023-09-24 19:12:35,2023-09-24 19:36:35,98
99,11,2023-09-24 16:06:35,2023-09-24 16:34:35,99
99,27,2023-09-24 16:34:35,2023-09-24 17:40:35,99
99,2,2023-09-24 17:40:35,2023-09-24 18:12:35,99
99,22,2023-09-24 18:12:35,2023-09-24 18:26:35,99
99,4,2023-09-24 18:26:35,2023-09-24 18:52:35,99
99,21,2023-09-24 18:52:35,2023-09-24 19:08:35,99
99,6,2023-09-24 19:08:35,2023-09-24 19:21:35,99
99,30,2023-09-24 19:21:35,2023-09-24 19:26:35,99
100,37,2023-09-24 16:07:35,2023-09-24 16:21:35,100
100,38,2023-09-24 16:21:35,2023-09-24 17:08:35,100
100,2,2023-09-24 17:08:35,2023-09-24 17:54:35,100
100,3,2023-09-24 17:54:35,2023-09-24 18:18:35,100
100,4,2023-09-24 18:18:35,2023-09-24 18:26:35,100
100,5,2023-09-24 18:26:35,2023-09-24 18:48:35,100
100,10,2023-09-24 18:48:35,2023-09-24 18:58:35,100
100,24,2023-09-24 18:58:35,2023-09-24 19:03:35,100
